City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
226,Lesozavodsk,45.4794,133.4244,289.8,83,60,1.85,RU,2021-09-16 23:54:03,broken clouds
227,Rondonopolis,-16.4708,-54.6356,304.49,33,55,2.31,BR,2021-09-16 23:49:04,broken clouds
228,Flinders,-34.5833,150.8552,293.18,67,3,2.68,AU,2021-09-16 23:50:14,clear sky
229,Luderitz,-26.6481,15.1594,289.76,39,14,5.85,NA,2021-09-16 23:48:36,few clouds
230,Caborca,30.5838,-111.101,306.76,33,3,3.05,MX,2021-09-16 23:54:04,clear sky
231,Semirom,31.4167,51.5667,286.18,27,0,0.98,IR,2021-09-16 23:54:05,clear sky
232,Vila+Franca+Do+Campo,37.7167,-25.4333,294.38,89,57,1.92,PT,2021-09-16 23:43:07,broken clouds
233,Mount+Isa,-20.7333,139.5,303.02,19,2,6.69,AU,2021-09-16 23:50:33,clear sky
234,Hasaki,35.7333,140.8333,294.37,66,100,3.94,JP,2021-09-16 23:46:24,overcast clouds
235,Dawei,14.0833,98.2,297.09,94,100,1.34,MM,2021-09-16 23:54:06,overcast clouds
236,Yeniseysk,58.4497,92.1703,280.24,93,100,4.55,RU,2021-09-16 23:54:07,light rain
237,Coxim,-18.5067,-54.76,304.55,41,67,2.23,BR,2021-09-16 23:54:07,broken clouds
238,Severo-Kurilsk,50.6789,156.125,285.32,68,4,2.72,RU,2021-09-16 23:47:50,clear sky
239,Pochutla,15.7432,-96.4661,299.16,85,100,0.4,MX,2021-09-16 23:54:08,overcast clouds
240,Qurayyat,31.3318,37.3428,294.25,73,0,5.14,SA,2021-09-16 23:54:09,clear sky
241,Zyryanka,65.75,150.85,285.96,53,37,6.8,RU,2021-09-16 23:48:16,scattered clouds
242,Changtu,42.7788,124.0955,290.32,82,76,3.33,CN,2021-09-16 23:54:09,broken clouds
243,Fukue,32.6881,128.8419,298.35,100,75,15.43,JP,2021-09-16 23:47:53,moderate rain
244,Fernley,39.608,-119.2518,304.29,13,0,1.34,US,2021-09-16 23:44:12,clear sky
245,Los+Llanos+De+Aridane,28.6585,-17.9182,295.01,72,90,5.14,ES,2021-09-16 23:46:16,overcast clouds
246,Mitchell,43.7094,-98.0298,302.1,46,2,1.79,US,2021-09-16 23:54:10,clear sky
247,Saint+Anthony,45.0205,-93.218,303.94,49,1,4.47,US,2021-09-16 23:45:39,clear sky
248,Boyabat,41.4689,34.7667,285.77,84,100,1.71,TR,2021-09-16 23:54:11,overcast clouds
249,Esperance,-33.8667,121.9,281.06,77,99,8.02,AU,2021-09-16 23:54:03,overcast clouds
250,Itarema,-2.9248,-39.9167,299.31,86,0,6.68,BR,2021-09-16 23:54:12,clear sky
251,Gazli,40.1333,63.45,297.18,20,0,4.81,UZ,2021-09-16 23:54:12,clear sky
252,Nivala,63.9167,24.9667,276.86,92,94,1.97,FI,2021-09-16 23:54:13,overcast clouds
253,Bumba,2.1833,22.4667,294.19,95,100,1.57,CD,2021-09-16 23:54:13,overcast clouds
254,Katsuura,35.1333,140.3,295.17,73,100,3.89,JP,2021-09-16 23:49:59,overcast clouds
255,Leh,34.1667,77.5833,284.64,34,0,2.51,IN,2021-09-16 23:44:54,clear sky
256,Norman+Wells,65.282,-126.8329,287.17,51,40,6.17,CA,2021-09-16 23:41:49,scattered clouds
257,Prattville,32.464,-86.4597,299.13,84,90,2.57,US,2021-09-16 23:54:14,overcast clouds
258,Tornio,65.8481,24.1466,278.16,68,100,1.84,FI,2021-09-16 23:54:15,overcast clouds
259,Ahuimanu,21.4447,-157.8378,304.99,67,90,5.66,US,2021-09-16 23:51:07,light rain
260,Honggang,46.4667,124.8667,289.96,68,21,5.74,CN,2021-09-16 23:54:16,few clouds
261,Beyneu,45.3167,55.2,294.37,24,76,7.99,KZ,2021-09-16 23:54:16,broken clouds
262,Thompson,55.7435,-97.8558,285.24,62,75,5.14,CA,2021-09-16 23:47:21,broken clouds
263,Klichka,50.4457,117.996,283.88,73,16,2.97,RU,2021-09-16 23:54:17,few clouds
264,Erzin,36.9559,36.2,293.15,81,8,0.86,TR,2021-09-16 23:54:17,clear sky
265,Nargana,9.4428,-78.5906,300.58,82,89,2.45,PA,2021-09-16 23:54:18,overcast clouds
266,Taltal,-25.4,-70.4833,288.75,70,21,1.74,CL,2021-09-16 23:54:18,few clouds
267,Bambous+Virieux,-20.3428,57.7575,294.29,94,75,1.54,MU,2021-09-16 23:41:52,light rain
268,Tonj,7.2737,28.6822,294.22,97,96,1.72,SS,2021-09-16 23:54:19,overcast clouds
269,Dondo,-19.6094,34.7431,294.34,98,58,1.59,MZ,2021-09-16 23:50:28,broken clouds
270,Camacha,33.0833,-16.3333,294.83,73,20,6.17,PT,2021-09-16 23:54:20,few clouds
271,Jiangyou,31.7667,104.7167,293.44,89,100,0.27,CN,2021-09-16 23:54:20,overcast clouds
272,Cozumel,20.5083,-86.9458,302.56,93,100,1.34,MX,2021-09-16 23:54:21,overcast clouds
273,Chuy,-33.6971,-53.4616,285.03,80,0,2.95,UY,2021-09-16 23:52:59,clear sky
274,Banyo,6.75,11.8167,290.88,89,94,1.18,CM,2021-09-16 23:54:22,overcast clouds
275,Sault+Sainte+Marie,46.5168,-84.3333,294.31,60,1,4.12,CA,2021-09-16 23:54:22,clear sky
276,Vanavara,60.34,102.2797,273.77,93,42,1.22,RU,2021-09-16 23:54:23,scattered clouds
277,Vestmanna,62.1564,-7.1664,284.66,100,90,10.8,FO,2021-09-16 23:48:03,overcast clouds
278,Druzhba,52.0428,33.9453,279.47,73,100,2.35,UA,2021-09-16 23:47:05,overcast clouds
279,Marsa+Matruh,31.3525,27.2453,299.26,61,0,6.69,EG,2021-09-16 23:54:24,clear sky
280,San+Juan,-31.5375,-68.5364,293.0,17,20,6.16,AR,2021-09-16 23:47:55,few clouds
281,Codrington,-38.2667,141.9667,290.18,62,82,10.06,AU,2021-09-16 23:48:54,broken clouds
282,Paka,4.6374,103.4368,297.11,100,40,0.0,MY,2021-09-16 23:51:01,scattered clouds
283,Anadyr,64.75,177.4833,277.43,75,75,9.0,RU,2021-09-16 23:54:25,broken clouds
284,Nchelenge,-9.3451,28.734,297.12,71,39,4.65,ZM,2021-09-16 23:54:25,scattered clouds
285,Asau,46.4333,26.4,292.46,83,95,2.2,RO,2021-09-16 23:51:27,overcast clouds
286,Sisimiut,66.9395,-53.6735,274.34,57,73,3.57,GL,2021-09-16 23:51:11,broken clouds
287,Manaquiri,-3.3167,-60.35,301.4,72,60,0.52,BR,2021-09-16 23:54:26,broken clouds
288,Casablanca,33.5928,-7.6192,295.27,80,1,3.48,MA,2021-09-16 23:50:52,clear sky
289,Araouane,18.9048,-3.5265,307.29,33,50,2.32,ML,2021-09-16 23:54:27,scattered clouds
290,Isangel,-19.55,169.2667,298.21,83,75,0.0,VU,2021-09-16 23:48:19,broken clouds
291,Ugoofaaru,5.6667,73.0,301.18,76,73,5.84,MV,2021-09-16 23:54:28,broken clouds
292,Andenes,69.3143,16.1194,280.63,81,90,3.6,NO,2021-09-16 23:51:04,overcast clouds
293,Kisoro,-1.2854,29.685,287.12,92,99,1.16,UG,2021-09-16 23:54:29,overcast clouds
294,La+Libertad,-2.2333,-80.9,293.88,86,80,4.55,EC,2021-09-16 23:54:29,broken clouds
295,Eregli,37.5133,34.0467,286.67,82,58,2.18,TR,2021-09-16 23:54:30,broken clouds
296,Samarai,-10.6167,150.6667,298.52,74,93,8.3,PG,2021-09-16 23:49:55,overcast clouds
297,Kuznechnoye,61.12,29.8686,277.97,75,62,2.41,RU,2021-09-16 23:47:29,broken clouds
298,Umm+Lajj,25.0213,37.2685,300.58,70,25,3.06,SA,2021-09-16 23:50:11,scattered clouds
299,Mundi,22.0667,76.5,295.92,91,100,5.12,IN,2021-09-16 23:54:31,overcast clouds
300,Sungaipenuh,-2.0833,101.3833,292.03,94,49,1.86,ID,2021-09-16 23:49:37,scattered clouds
301,Winthrop,42.3751,-70.9828,292.29,87,90,3.09,US,2021-09-16 23:54:32,overcast clouds
302,Thinadhoo,0.5333,72.9333,301.91,71,99,3.65,MV,2021-09-16 23:42:27,overcast clouds
303,Nuuk,64.1835,-51.7216,276.4,57,100,3.22,GL,2021-09-16 23:54:33,overcast clouds
304,Hwange,-18.3693,26.5019,296.9,28,31,0.78,ZW,2021-09-16 23:54:33,scattered clouds
305,Vao,-22.6667,167.4833,293.54,61,0,6.92,NC,2021-09-16 23:54:34,clear sky
306,Sinjar,36.3209,41.8754,296.7,37,0,2.76,IQ,2021-09-16 23:54:34,clear sky
307,Luanda,-8.8368,13.2343,296.15,83,75,3.09,AO,2021-09-16 23:51:19,broken clouds
308,Elizabeth+City,36.2946,-76.2511,299.27,85,75,4.12,US,2021-09-16 23:54:35,broken clouds
309,Meadow+Lake,34.8014,-106.5436,305.83,12,2,6.79,US,2021-09-16 23:54:35,clear sky
310,Yining,29.0361,114.5636,297.35,76,0,0.68,CN,2021-09-16 23:54:36,clear sky
311,Lorengau,-2.0226,147.2712,301.7,69,48,4.4,PG,2021-09-16 23:54:36,scattered clouds
312,Tarauaca,-8.1614,-70.7656,296.1,93,35,0.95,BR,2021-09-16 23:54:37,scattered clouds
313,Bhawana,31.5692,72.649,302.45,56,14,3.77,PK,2021-09-16 23:54:37,few clouds
314,Olinda,-8.0089,-34.8553,298.0,73,40,7.2,BR,2021-09-16 23:54:38,scattered clouds
315,Mahibadhoo,3.7833,72.9667,301.41,70,98,3.96,MV,2021-09-16 23:49:13,overcast clouds
316,Bousso,10.4795,16.7117,296.54,80,95,2.22,TD,2021-09-16 23:49:48,overcast clouds
317,Nanortalik,60.1432,-45.2371,277.04,86,100,2.98,GL,2021-09-16 23:41:48,overcast clouds
318,Sedhiou,12.7081,-15.5569,299.22,98,100,1.76,SN,2021-09-16 23:54:39,light rain
319,Saurimo,-9.6608,20.3916,293.29,72,81,2.3,AO,2021-09-16 23:54:39,broken clouds
320,Huanren,41.2647,125.3667,291.32,87,100,1.43,CN,2021-09-16 23:54:40,overcast clouds
321,Nyrob,60.733,56.7202,278.03,90,100,4.57,RU,2021-09-16 23:49:56,overcast clouds
322,Pangnirtung,66.1451,-65.7125,274.18,92,100,1.38,CA,2021-09-16 23:48:34,overcast clouds
323,Sorland,67.667,12.6934,284.58,68,100,3.08,NO,2021-09-16 23:49:29,overcast clouds
324,Vaitape,-16.5167,-151.75,299.27,69,2,9.38,PF,2021-09-16 23:54:41,clear sky
325,Yuncheng,35.0231,110.9928,292.68,95,100,0.83,CN,2021-09-16 23:54:41,light rain
326,Male,4.1748,73.5089,302.12,79,75,6.17,MV,2021-09-16 23:54:42,broken clouds
327,Lagdo,9.05,13.7333,294.05,95,100,1.65,CM,2021-09-16 23:54:43,overcast clouds
328,La+Asuncion,11.0333,-63.8628,300.12,83,0,7.61,VE,2021-09-16 23:54:43,clear sky
329,Tuatapere,-46.1333,167.6833,280.83,58,25,2.87,NZ,2021-09-16 23:49:09,scattered clouds
330,Tautira,-17.7333,-149.15,302.16,74,26,7.77,PF,2021-09-16 23:49:58,scattered clouds
331,Dargaville,-35.9333,173.8833,285.73,85,100,4.53,NZ,2021-09-16 23:54:44,overcast clouds
332,Makakilo+City,21.3469,-158.0858,302.01,68,90,5.66,US,2021-09-16 23:54:44,light rain
333,Wellington,-41.2866,174.7756,285.24,77,90,1.79,NZ,2021-09-16 23:46:10,overcast clouds
334,Sinjai,-5.1241,120.253,300.09,77,90,2.4,ID,2021-09-16 23:54:45,overcast clouds
335,Senador+Pompeu,-5.5881,-39.3717,300.79,59,2,4.47,BR,2021-09-16 23:54:46,clear sky
336,Takaka,-40.85,172.8,285.13,57,94,3.46,NZ,2021-09-16 23:54:46,overcast clouds
337,Abu+Dhabi,24.4667,54.3667,306.16,79,0,2.06,AE,2021-09-16 23:51:02,clear sky
338,Abu+Samrah,35.3029,37.1841,292.82,78,0,2.51,SY,2021-09-16 23:54:47,clear sky
339,Port+Hedland,-20.3167,118.5667,293.18,64,4,3.09,AU,2021-09-16 23:48:00,clear sky
340,Castelo+Branco,39.8222,-7.4909,291.92,80,9,1.3,PT,2021-09-16 23:54:48,light rain
341,Bida,9.0833,6.0167,297.02,95,100,1.75,NG,2021-09-16 23:54:48,overcast clouds
342,Pontianak,-0.0333,109.3333,299.14,94,75,1.54,ID,2021-09-16 23:53:00,light rain
343,Serafimovich,49.5786,42.736,281.18,60,0,1.37,RU,2021-09-16 23:54:49,clear sky
344,Tilichiki,60.4667,166.1,283.74,60,47,0.69,RU,2021-09-16 23:54:49,scattered clouds
345,Lebanon,36.2081,-86.2911,301.18,73,90,0.0,US,2021-09-16 23:50:58,overcast clouds
346,Evensk,61.95,159.2333,283.02,80,27,2.97,RU,2021-09-16 23:54:50,scattered clouds
347,Varva,50.495,32.7197,283.27,54,78,3.15,UA,2021-09-16 23:54:51,broken clouds
348,Noumea,-22.2763,166.4572,296.14,57,59,4.64,NC,2021-09-16 23:46:47,broken clouds
349,Natal,-5.795,-35.2094,299.27,83,20,5.66,BR,2021-09-16 23:54:52,few clouds
350,Vostok,46.4856,135.8833,284.67,93,100,1.44,RU,2021-09-16 23:54:52,overcast clouds
351,Whitehorse,60.7161,-135.0538,283.58,50,90,7.2,CA,2021-09-16 23:50:08,overcast clouds
352,Robertsport,6.7533,-11.3686,298.72,82,36,2.59,LR,2021-09-16 23:51:19,light rain
353,Olafsvik,64.8945,-23.7142,280.54,81,89,8.6,IS,2021-09-16 23:54:53,overcast clouds
354,Gobabis,-22.45,18.9667,283.11,30,7,4.61,NA,2021-09-16 23:54:54,clear sky
355,Lasa,46.6166,10.7002,288.72,94,100,1.42,IT,2021-09-16 23:48:47,overcast clouds
356,Kruisfontein,-34.0033,24.7314,283.09,81,6,4.34,ZA,2021-09-16 23:42:34,clear sky
357,Labuhan,-6.8844,112.2051,299.58,80,74,3.37,ID,2021-09-16 23:54:54,broken clouds
358,Mildura,-34.2,142.15,292.08,34,75,3.6,AU,2021-09-16 23:53:29,broken clouds
359,Aswan,24.0934,32.907,300.76,29,0,5.66,EG,2021-09-16 23:54:55,clear sky
360,Omboue,-1.5746,9.2618,297.93,83,100,3.06,GA,2021-09-16 23:54:56,overcast clouds
361,Meulaboh,4.1363,96.1285,297.47,86,83,1.83,ID,2021-09-16 23:50:06,broken clouds
362,Simao,22.7886,100.9748,291.31,98,96,0.69,CN,2021-09-16 23:50:57,overcast clouds
363,Uhlove,44.8215,33.6045,287.91,45,2,2.65,UA,2021-09-16 23:54:57,clear sky
364,Redlands,34.0556,-117.1825,307.96,30,1,1.79,US,2021-09-16 23:53:17,clear sky
365,Ajaccio,42.0,8.9167,296.42,83,75,2.57,FR,2021-09-16 23:54:57,broken clouds
366,Adwa,14.1646,38.8955,289.02,57,66,1.25,ET,2021-09-16 23:54:58,broken clouds
367,Kerteminde,55.449,10.6577,287.23,86,98,9.03,DK,2021-09-16 23:54:58,overcast clouds
368,Khuzdar,27.7384,66.6434,298.28,63,0,2.66,PK,2021-09-16 23:54:59,clear sky
369,Sao+Gabriel+Da+Cachoeira,-0.1303,-67.0892,298.82,76,62,0.35,BR,2021-09-16 23:54:59,broken clouds
370,Turtas,58.9417,69.1325,276.66,97,70,3.16,RU,2021-09-16 23:55:00,broken clouds
371,Akcaabat,41.0212,39.5715,293.08,73,75,4.12,TR,2021-09-16 23:55:00,broken clouds
372,Pacific+Grove,36.6177,-121.9166,296.9,84,75,1.34,US,2021-09-16 23:50:23,broken clouds
373,Elista,46.3078,44.2558,283.44,46,100,1.0,RU,2021-09-16 23:55:01,overcast clouds
374,Antalaha,-14.9003,50.2788,294.6,80,68,1.9,MG,2021-09-16 23:55:01,broken clouds
375,Tazovskiy,67.4667,78.7,276.84,92,89,6.15,RU,2021-09-16 23:55:03,overcast clouds
376,Freeport,40.6576,-73.5832,296.58,85,90,2.24,US,2021-09-16 23:50:23,overcast clouds
377,Kloulklubed,7.0419,134.2556,299.7,80,100,4.64,PW,2021-09-16 23:51:18,overcast clouds
378,Macesu+De+Sus,43.9167,23.7,295.99,39,84,0.39,RO,2021-09-16 23:55:04,broken clouds
379,Luena,-11.7833,19.9167,291.92,31,15,1.54,AO,2021-09-16 23:55:05,few clouds
380,Roznava,48.6601,20.5376,288.64,80,95,1.69,SK,2021-09-16 23:55:05,overcast clouds
381,Alugan,12.2188,125.4808,300.33,83,100,1.36,PH,2021-09-16 23:55:06,overcast clouds
382,Wolmirstedt,52.25,11.6333,289.25,92,61,5.81,DE,2021-09-16 23:55:06,broken clouds
383,Svetlaya,46.5389,138.3297,289.59,76,64,2.9,RU,2021-09-16 23:55:07,broken clouds
384,The+Valley,18.217,-63.0578,301.23,78,20,4.63,AI,2021-09-16 23:55:07,few clouds
385,Gamba,-2.65,10.0,297.55,90,93,2.44,GA,2021-09-16 23:55:07,light rain
386,Fortuna,40.5982,-124.1573,302.14,65,1,1.79,US,2021-09-16 23:46:15,clear sky
387,Surt,31.2089,16.5887,297.84,60,0,4.18,LY,2021-09-16 23:55:08,clear sky
388,Kudahuvadhoo,2.6708,72.8944,301.25,72,96,3.19,MV,2021-09-16 23:48:08,overcast clouds
389,Cockburn+Town,21.4612,-71.1419,302.13,79,40,4.12,TC,2021-09-16 23:47:37,scattered clouds
390,Konza,-1.7426,37.1294,286.95,94,55,1.4,KE,2021-09-16 23:55:09,broken clouds
391,Fayaoue,-20.65,166.5333,294.82,61,6,5.0,NC,2021-09-16 23:55:10,clear sky
392,Rosarito,32.3333,-117.0333,299.59,67,0,4.71,MX,2021-09-16 23:55:10,clear sky
393,Finschhafen,-6.6024,147.8681,299.38,80,98,4.7,PG,2021-09-16 23:55:11,overcast clouds
394,Traismauer,48.3519,15.7635,292.66,97,100,2.8,AT,2021-09-16 23:55:11,light rain
395,Neiafu,-18.65,-173.9833,301.53,69,20,5.14,TO,2021-09-16 23:55:12,few clouds
396,Sfantu+Gheorghe,45.8667,25.7833,292.19,68,85,0.98,RO,2021-09-16 23:55:12,overcast clouds
397,Yagodnoye,62.55,149.6667,286.55,46,0,2.3,RU,2021-09-16 23:55:13,clear sky
398,Linxia,35.6003,103.2064,288.35,72,100,1.35,CN,2021-09-16 23:55:13,overcast clouds
399,Sur,22.5667,59.5289,302.72,55,67,2.06,OM,2021-09-16 23:49:46,broken clouds
400,Dzaoudzi,-12.7887,45.2699,296.09,83,20,1.03,YT,2021-09-16 23:55:14,few clouds
401,Belokurikha,51.9959,84.9896,284.37,52,18,3.19,RU,2021-09-16 23:55:15,few clouds
402,Puerto+Colombia,10.9878,-74.9547,302.2,84,41,4.61,CO,2021-09-16 23:55:15,scattered clouds
403,Pafos,34.7667,32.4167,295.03,68,0,2.06,CY,2021-09-16 23:55:15,clear sky
404,Fereydunshahr,32.941,50.121,284.24,32,0,1.17,IR,2021-09-16 23:55:16,clear sky
405,Ishigaki,24.3448,124.1572,302.22,89,40,4.63,JP,2021-09-16 23:47:36,scattered clouds
406,Tocopilla,-22.092,-70.1979,290.01,68,27,3.59,CL,2021-09-16 23:51:53,scattered clouds
407,Keita,14.7551,5.7749,300.63,56,76,2.05,NE,2021-09-16 23:55:17,broken clouds
408,Nichinan,31.6,131.3667,298.68,87,93,4.19,JP,2021-09-16 23:55:17,overcast clouds
409,Angoche,-16.2325,39.9086,295.74,86,23,4.62,MZ,2021-09-16 23:55:18,few clouds
410,La+Ronge,55.1001,-105.2842,280.29,93,90,5.14,CA,2021-09-16 23:48:18,overcast clouds
411,Lebowakgomo,-24.2,29.5,287.65,70,1,1.58,ZA,2021-09-16 23:55:18,clear sky
412,Sakti,22.0333,82.9667,296.16,92,100,0.7,IN,2021-09-16 23:55:19,overcast clouds
413,Ojinaga,29.5667,-104.4167,309.68,17,1,0.0,MX,2021-09-16 23:55:19,clear sky
414,Kincardine,56.0667,-3.7167,289.73,93,100,2.21,GB,2021-09-16 23:55:20,overcast clouds
415,Sosnovo-Ozerskoye,52.5249,111.5418,280.33,70,67,3.47,RU,2021-09-16 23:55:20,broken clouds
416,Alice+Springs,-23.7,133.8833,300.9,18,0,6.69,AU,2021-09-16 23:47:44,clear sky
417,Broome,42.2506,-75.833,294.83,71,90,0.89,US,2021-09-16 23:47:33,overcast clouds
418,Panguna,-6.3164,155.4848,298.23,68,96,0.94,PG,2021-09-16 23:55:21,overcast clouds
419,Solnechnyy,50.7214,136.6319,289.16,60,31,1.48,RU,2021-09-16 23:49:04,scattered clouds
420,Sinyavskoye,47.277,39.2789,283.55,43,2,2.52,RU,2021-09-16 23:55:22,clear sky
421,Auki,-8.7676,160.7034,302.66,65,46,2.25,SB,2021-09-16 23:47:59,scattered clouds
422,Ilulissat,69.2167,-51.1,264.68,74,0,2.65,GL,2021-09-16 23:55:23,clear sky
423,Chesterville,44.5512,-70.0862,289.52,93,0,1.02,US,2021-09-16 23:55:23,clear sky
424,Bam,29.106,58.357,299.61,10,0,1.95,IR,2021-09-16 23:55:23,clear sky
425,Emba,48.8264,58.1442,284.81,51,75,4.44,KZ,2021-09-16 23:55:24,broken clouds
426,Chara,56.9064,118.2631,276.27,68,100,1.91,RU,2021-09-16 23:50:36,overcast clouds
427,Bubaque,11.2833,-15.8333,299.78,80,97,3.31,GW,2021-09-16 23:46:58,moderate rain
428,Paamiut,61.994,-49.6678,276.78,72,100,3.64,GL,2021-09-16 23:55:11,overcast clouds
429,Torzhok,57.0436,34.9622,277.46,81,87,1.37,RU,2021-09-16 23:55:25,overcast clouds
430,Singaraja,-8.112,115.0882,300.26,77,85,1.2,ID,2021-09-16 23:55:26,overcast clouds
431,Mao,39.8885,4.2658,295.46,94,0,2.06,ES,2021-09-16 23:55:26,clear sky
432,Qaqortoq,60.7167,-46.0333,277.05,71,100,1.89,GL,2021-09-16 23:51:27,overcast clouds
433,Kajaani,64.2273,27.7285,276.18,81,90,2.06,FI,2021-09-16 23:55:27,overcast clouds
434,Parli,18.8486,76.5297,295.19,86,95,3.11,IN,2021-09-16 23:55:27,overcast clouds
435,Dosso,13.049,3.1937,299.09,79,51,3.56,NE,2021-09-16 23:55:28,broken clouds
436,Dingle,10.9995,122.6711,297.85,93,100,1.86,PH,2021-09-16 23:48:11,overcast clouds
437,Puerto+Madryn,-42.7692,-65.0385,288.38,50,96,7.84,AR,2021-09-16 23:50:59,overcast clouds
438,Souris,49.6172,-100.2612,291.07,22,72,7.21,CA,2021-09-16 23:55:29,broken clouds
439,Anuchino,43.9622,133.0544,288.74,95,100,0.28,RU,2021-09-16 23:55:29,overcast clouds
440,Yulara,-25.2406,130.9889,295.06,56,75,3.09,AU,2021-09-16 23:50:18,broken clouds
441,Belyy,55.8402,32.9419,275.29,84,100,1.33,RU,2021-09-16 23:55:30,overcast clouds
442,Banjarmasin,-3.3244,114.591,297.23,90,99,0.79,ID,2021-09-16 23:55:30,overcast clouds
443,Wejherowo,54.6057,18.2356,289.62,90,100,0.45,PL,2021-09-16 23:55:31,overcast clouds
444,Shaowu,27.3409,117.4831,297.78,76,0,0.36,CN,2021-09-16 23:55:31,clear sky
445,Capaci,38.1711,13.2393,302.93,27,0,0.89,IT,2021-09-16 23:51:13,clear sky
446,Taoudenni,22.6783,-3.9836,308.93,22,79,4.48,ML,2021-09-16 23:55:32,broken clouds
447,Torbay,47.6666,-52.7314,290.75,92,75,5.66,CA,2021-09-16 23:55:32,broken clouds
448,Alta+Floresta,-9.8756,-56.0861,299.47,48,65,1.63,BR,2021-09-16 23:55:33,broken clouds
449,Puerto+Escondido,15.85,-97.0667,300.67,82,100,1.53,MX,2021-09-16 23:55:33,overcast clouds
450,Copiapo,-27.3667,-70.3333,283.98,53,0,0.64,CL,2021-09-16 23:55:34,clear sky
451,Coquimbo,-29.9533,-71.3436,286.0,87,75,4.12,CL,2021-09-16 23:51:46,broken clouds
